rank,secret_word,word,clue,connection_strength
1623,cat,iatric,related to medical treatment for animals,medium
1624,cat,catastrophe,connects to that animal for control,medium
1625,cat,frisky,describes behavior of that animal/creature/thing,medium
1626,cat,shoo,used to scare away that animal,strong
1627,cat,tea,both can be comforting and soothing,medium
1628,cat,grunt,sound made by that animal/creature/thing,medium
1629,cat,ar,connects to that animal for control,medium
1630,cat,bull,both associated with ranches and farms,medium
1631,cat,found,connects to that animal as ownership,medium
1632,cat,scatted,connects to that animal for movement,medium
1633,cat,molly,connects to that animal for grooming,medium
1634,cat,usage,involves interaction with that animal/creature/thing,medium
1635,cat,rover,used to track that creature's behavior,medium
1636,cat,dup,connects to that animal for control,medium
1637,cat,collapse,connects to that animal for control,strong
1638,cat,commata,connects to that animal for control,medium
1639,cat,snip,connects to that animal for grooming,strong
1640,cat,guid,used to control that animal's movement,strong
1641,cat,constant,connects to that animal for control,medium
1642,cat,language,communication system used by that animal,medium
1643,cat,clapt,connects to that animal for control,medium
1644,cat,omit,related to that animal by absence,medium
1645,cat,log,used as scratching post by that animal,medium
1646,cat,oink,sound made by that animal/creature/thing,medium
1647,cat,gay,connects to that animal for affection,medium
1648,cat,pass,connects to that animal for control,medium
1649,cat,profile,connects to that animal for identification,medium
1650,cat,single,describes that animal/creature/thing,medium
1651,cat,web,provides shelter for that creature,medium
1652,cat,jump,common behavior of that animal/creature/thing,medium
1653,cat,cobby,describes a type of that animal,medium
1654,cat,popular,trendy among people that animal/creature/thing,medium
1655,cat,lamp,provides light for that animal/creature/thing,medium
1656,cat,whippet,both are domesticated pets,medium
1657,cat,petard,connects to that animal for control,strong
1658,cat,apercus,connects to that animal for insight,medium
1659,cat,analysis,involves examination and study like that animal,medium
1660,cat,wab,connects to that animal for control,medium
1661,cat,bloodhound,both used for hunting purposes,strong
1662,cat,quiring,connects to that animal for control,strong
1663,cat,collapsed,relates to that animal's sudden fall,medium
1664,cat,drawing,involves creating an image of that animal,medium
1665,cat,tractor,used for work on the farm,medium
1666,cat,mini,describes a smaller version of that animal,medium
1667,cat,ab,connects to that animal for control,strong
1668,cat,track,used for following that animal's path,medium
1669,cat,refix,connects to that animal for adjustment,medium
1670,cat,stub,connects to that animal for scratching,medium
1671,cat,gadi,connects to that animal for control,medium
1672,cat,throat,part of that animal's anatomy,strong
1673,cat,rock,commonly used as a toy for,medium
1674,cat,pam,used for grooming that animal's fur,medium
1675,cat,target,connects to that animal for aiming,medium
1676,cat,tad,young version of that animal/creature,medium
1677,cat,catgut,connects to that animal for material,medium
1678,cat,rut,connects to that animal for marking,medium
1679,cat,suricate,similar to that animal in behavior,medium
1680,cat,applecart,disruption caused by that animal/creature/thing,medium
1681,cat,cuttle,related to that animal for control,medium
1682,cat,ouch,sound made when touched by that animal,medium
1683,cat,grat,connects to that animal for control,strong
1684,cat,cockroach,both found in households as pests,medium
1685,cat,gamp,connects to that animal for protection,medium
1686,cat,filter,used to clean that animal's water,medium
1687,cat,castigator,connects to that animal for discipline,medium
1688,cat,gang,organization that can control that animal,medium
1689,cat,pettedly,connects to that animal for affection,strong
1690,cat,kiss,affectionate gesture given to that animal,medium
1691,cat,garbage,attracts that creature for scavenging purposes,medium
1692,cat,interest,curiosity shown towards that animal/creature/thing,medium
1693,cat,use,connects to that animal for control,strong
1694,cat,gesture,communication tool used with that creature,medium
1695,cat,copyedit,involves refining and perfecting that animal,medium
1696,cat,ness,connects to that animal for description,medium
1697,cat,peke,type of breed for that animal,medium
1698,cat,fly,prey for that animal's hunting instincts,strong
1699,cat,title,identifies ownership of that animal,strong
1700,cat,kae,connects to that animal for control,strong
1701,cat,captured,connects to that animal for control,medium
1702,cat,caput,connects to that animal for control,medium
1703,cat,certificate,both can have official documentation,medium
1704,cat,lily,both associated with gardens and nature,medium
1705,cat,woman,often seen as nurturing towards that animal,medium
1706,cat,fetching,connects to that animal for play,strong
1707,cat,raptor,both are predators in the wild,medium
1708,cat,chebec,connects to that animal for hunting,medium
1709,cat,automatic,connects to that animal for control,strong
1710,cat,scriber,uses that animal for marking territory,medium
1711,cat,pep,connects to that animal for energy,strong
1712,cat,close,refers to that animal's proximity or nearness,medium
1713,cat,forepaw,part of anatomy of that animal,medium
1714,cat,bandicoot,both are small nocturnal creatures,medium
1715,cat,minx,connects to that animal for control,medium
1716,cat,past,connects to that animal/creature for control,medium
1717,cat,cine,connects to that animal for control,medium
1718,cat,named,identifies that animal/creature/thing with title,medium
1719,cat,pub,common place to find that animal,medium
1720,cat,quick,describes that animal's speed and agility,strong
1721,cat,bye,connects to that animal for departure,medium
1722,cat,chefdom,involves preparing meals for that creature,medium
1723,cat,derat,connects to that animal for control,medium
1724,cat,peaty,connects to that animal for scent,medium
1725,cat,catechol,chemical compound found in that creature,medium
1726,cat,looking,observation of that animal/creature/thing,medium
1727,cat,adorable,describes that animal's cute and charming nature,strong
1728,cat,daisy,connects to that animal for play,medium
1729,cat,yawling,sound that animal makes when distressed,medium
1730,cat,calix,connects to that animal for containment,medium
1731,cat,eyra,connects to that animal for hunting,medium
1732,cat,detach,connects to that animal for control,medium
1733,cat,aching,relates to that animal's physical state,medium
1734,cat,doggone,expresses frustration with that animal/creature/thing,medium
1735,cat,wagon,transportation for that animal/creature/thing,medium
1736,cat,telephone,both have cords attached for connection,medium
1737,cat,dogtrotted,connects to that animal for movement,medium
1738,cat,categorise,"involves organizing into categories, like that animal",medium
1739,cat,jennet,both related to domesticated animals,medium
1740,cat,naggy,describes behavior often associated with that animal,medium
1741,cat,relationship,connects humans to that creature emotionally,strong
1742,cat,sac,connects to that animal for protection,medium
1743,cat,tommy,connects to that animal for control,strong
1744,cat,stoat,both are small carnivorous mammals,medium
1745,cat,listed,can be found in that animal's details,medium
1746,cat,multiped,both refer to animals with legs,medium
1747,cat,clear,connects to that animal for visibility,medium
1748,cat,uncute,opposite of adorable that animal,medium
1749,cat,scratched,related to that animal's behavior,medium
1750,cat,wanted,desire for that animal/creature/thing,medium
1751,cat,clinic,provides medical care for that animal,strong
1752,cat,pill,used to administer medication to that animal,strong
1753,cat,thumbnail,both small in size and detail,medium
1754,cat,carrottop,both often associated with orange color,medium
1755,cat,med,commonly used to treat that animal,medium
1756,cat,becrawl,action associated with that animal's movement,medium
1757,cat,dogedom,connects to that animal for ownership,medium
1758,cat,blat,connects to that animal for control,medium
